views,painting,size,medium,title,artistCountry,creator,pubDate,artist_NoOfArts,artist_followers,materials,favoriteCount,subject,price,
676,Acrylic,900,Acrylic Ink Graphite, NETHERWORLD Painting by Ramon Bonilla,United States,Ramon Bonilla,1.38853E+12,9,91,Wood,24,Landscape,2150,7.673223121
311,Acrylic,900,Acrylic oil pastel Gold leaf, FALLING IN LOVE - Always Yours. Painting by Isabelle Gautier,United States,Isabelle Gautier,1.45161E+12,108,76,Canvas,11,Floral,1290,7.162397497
1304,Oil,543.72,Oil, Breath of Spring. Painting by Bogdan Vynarchyk,Ukraine,Bogdan Vynarchyk,1.43908E+12,130,84,Canvas,21,Landscape,730,6.593044534
3961,Oil,1486.8,Oil, The Sixth Sense Painting by Natalia Baykalova,Russia,Natalia Baykalova,1.33747E+12,114,379,Canvas Wood,27,Women,1390,7.237059026
173,Acrylic,1200,Acrylic, The Wonders of winter Painting by Kume Bryant,United States,Kume Bryant,1.42007E+12,54,33,Canvas,4,Abstract,1190,7.081708586
507,Oil,543.72,Oil Gold Leaf Silver Leaf, Golden Shore Painting by Inese Verina-Lubina,,Inese Verina-Lubina,1.45161E+12,29,68,Canvas,27,Abstract,580,6.363028104
1367,priming white,1587.3,priming white chalk charcoal oil paint, O.T. 2 Painting by Christian Kabuß,Germany,Christian Kabuß,1.38853E+12,105,401,Wood Other,63,Places,4360,8.380227336
802,Acrylic,1728,Acrylic Resin quartz, Bio Signatures Painting by Laura McClanahan,United States,Laura McClanahan,1.42767E+12,29,12,Canvas,6,Abstract,3750,8.229511119
502,Acrylic,1812.48,Acrylic, occultamento Painting by Escha Van Den Bogerd,Netherlands,Escha Van Den Bogerd,1.45161E+12,89,184,Canvas,17,Nude,2750,7.919356191
424,Oil,320,Oil, Purple Blow Painting by Junsoo Kim,South Korea,Junsoo Kim,1.37532E+12,26,40,Canvas,11,Portrait,1240,7.122866659
970,Charcoal,520,Charcoal Spraypaint Ink Acrylic, Untitled Painting by Jon Cooper,Canada,Jon Cooper,1.42007E+12,312,197,Paper,29,Portrait,480,6.173786104
3613,Oil,154,Oil, Hear the Wind Sing Painting by HYUNJU KIM,United States,HYUNJU KIM,1.42007E+12,78,572,Canvas,64,Fantasy,540,6.29156914
679,Oil,1200,Oil, Live colorfully or dye trying. Painting by Isabelle Alford-Lago,United States,Isabelle Alford-Lago,1.45161E+12,83,390,Canvas Wood,29,Animal,3010,8.009695358
1101,Oil,5760,Oil, Fantasy of Freedom Painting by Rosso Art,United Kingdom,Rosso Art,1.42007E+12,13,13,Canvas,37,Nude,3850,8.255828427
593,Acrylic,432,Acrylic Plaster Ink pastel cold wax, she always assumed the shadow was hers... Painting by Shane Robinson,United States,Shane Robinson,1.44012E+12,14,15,Canvas,11,Nude,980,6.887552572
1452,Acrylic and Spray Paint,1115.1,Acrylic Spray Paint, Day of Joy Painting by Marta Zawadzka,Poland,Marta Zawadzka,1.42007E+12,210,716,Canvas,23,Abstract,1290,7.162397497
431,Oil,185.26,Oil, The Studio Window Painting by Guido Mauas,Argentina,Guido Mauas,1.45161E+12,131,222,Wood,24,Still Life,560,6.327936784
139,Oil,651.36,Oil, Real friends. Painting by Igor Navrotskyi,Slovakia,Igor Navrotskyi,1.45161E+12,66,30,Canvas,5,Animal,490,6.194405391
671,Oil,543.72,Oil, Colorful thoughts Painting by Eftim Rusev,Spain,Eftim Rusev,1.45161E+12,57,8,Canvas,15,Women,3050,8.02289687
536,Oil,2973.6,Oil, Siesta 2 Painting by Grigorii Pavlychev,Russia,Grigorii Pavlychev,1.38853E+12,83,65,Canvas,11,Nude,5210,8.558335135
215,Oil,458.25,Oil, Study of a Black Dog #2 Painting by Abigail Bowen,United Kingdom,Abigail Bowen,1.48323E+12,42,36,Canvas,21,Dogs,995,6.902742737
555,Oil,3630.08,Oil, Fox Painting by Inga Batatunashvili,Georgia,Inga Batatunashvili,1.45161E+12,59,111,Canvas,20,Kids,1160,7.056175284
38,Acrylic,388.09,Acrylic Ink Paper sewing thread, Proliferation Painting by Cécile Duchêne Malissin,France,Cécile Duchêne Malissin,1.48323E+12,126,187,Canvas,8,Floral,730,6.593044534
160,Oil,320,Oil Graphite Ash Charcoal, Layered Icon 9 Painting by Anna Bergin,United States,Anna Bergin,1.45161E+12,157,184,Canvas,12,Abstract,600,6.396929655
63,Acrylic,704,Acrylic Watercolor Graphite, vincent will save my still life. Painting by Hannah Dean,United States,Hannah Dean,1.48323E+12,219,457,Paper Wood,1,Still Life,775,6.652863029
75,Acrylic and Color,3036.01,Acrylic Color, Sin rumbo Painting by Luisa Gonzalez,Argentina,Luisa Gonzalez,1.45161E+12,11,9,Canvas Other,7,Cities,3050,8.02289687
539,Oil,1021.88,Oil, Lea Painting by Andrey Sokolov,Russia,Andrey Sokolov,1.42007E+12,51,133,Canvas,22,Nature,2750,7.919356191
126,Acrylic,900,Acrylic, Mokuleia Painting by tamara gonda,United States,tamara gonda,1.48323E+12,61,16,Wood,8,Water,1450,7.279318835
297,Acrylic,480,Acrylic, DUALITY - Twin Buddha Painting by Maneet Kaur,United States,Maneet Kaur,1.38853E+12,10,1,Canvas,4,Abstract,1300,7.170119543
1828,Oil and Wood,1200,Oil Wood, CONTINENTAL PAPER CO Painting by Michael Goro,United States,Michael Goro,1.42007E+12,55,310,Wood,68,Architecture,4410,8.391629968
199,Oil,470.89,Oil, Growth Painting by Genevieve Leavold,Serbia,Genevieve Leavold,1.45161E+12,73,85,Canvas,14,Abstract,1699,7.437795122
72,Oil and Paint,2092.14,Oil Paint, Lactation Painting by Tatiana Kovalenko,Ukraine,Tatiana Kovalenko,1.38853E+12,3,1,Canvas,7,Nude,1540,7.339537695
163,Acrylic,5210.1,Acrylic Chalk Stencil Textile, veit Painting by stephan geisler,Germany,stephan geisler,1.00984E+12,42,16,Canvas,11,Nude,8200,9.011889433
511,Acrylic,1728,Acrylic, Sound and Fury One Painting by Lynne Taetzsch,United States,Lynne Taetzsch,1.23077E+12,115,33,Canvas,16,Abstract,2650,7.882314919
1129,Acrylic,1296,Acrylic, A Caelo Usque ad Centrum - From Heaven to the Center (Terra Incognita Series) Featured Painting on 1/11/16 Painting by Christina Ilene Thomas,United States,Christina Ilene Thomas,1.42007E+12,35,362,Canvas,41,Landscape,4010,8.29654652
858,Acrylic,1296,Acrylic, ODESSA Painting by Clint Andre Samuel,United States,Clint Andre Samuel,1.45117E+12,67,80,Other,61,Landscape,3625,8.195609567
1869,Watercolor,174.64,Watercolor, To  sweet heaven. Painting by Yulia Luchkina,Russia,Yulia Luchkina,1.42007E+12,789,431,Paper,43,Women,2950,7.989560449
171,Oil and Enamel,1728,Oil Enamel, Body no. 2 (Just a Girl) Painting by Aydin Hamami,United States,Aydin Hamami,1.42007E+12,19,17,Canvas,12,Abstract,5060,8.529121762
459,Acrylic,535.04,Acrylic, The NEW YEAR Painting by Rie Kono,Japan,Rie Kono,1.45161E+12,173,236,Wood,21,Fantasy,6550,8.787220329
1109,Oil,271.5,Oil, Greens Painting by Surabhi Gaikwad,Qatar,Surabhi Gaikwad,1.38853E+12,62,91,Paper,21,Garden,290,5.669880923
349,Oil,96,Oil,  Foliage  pathway  dark and gold   fo-A4-201-1(3) Painting by sheera betnag,India,sheera betnag,1.30732E+12,119,8,Paper,18,Landscape,465,6.142037406
566,Oil,5082,Oil, Drifting Green know what Painting by Larry Graeber,United States,Larry Graeber,1.45161E+12,154,165,Canvas,19,Landscape,11250,9.328123408
939,Acrylic,2160,Acrylic, I Reckon I Am A Pilgrim Painting by Jessica Eichman,United States,Jessica Eichman,1.45161E+12,26,127,Canvas,51,Abstract,3450,8.14612951
82,Acrylic,2227.84,Acrylic, Bea Painting by Michelle Eva May,United Kingdom,Michelle Eva May,1.45161E+12,11,7,Wood,8,People,2910,7.97590836
98,Oil and Acrylic,1764,Oil Acrylic, Roseate Painting by GG Reid,United States,GG Reid,1.48323E+12,26,41,Canvas,17,Abstract,7200,8.881836305
1261,Oil,556.96,Oil, Juliet Painting by Rosaria Onotri,France,Rosaria Onotri,1.42681E+12,28,163,Canvas,38,Body,1740,7.461640392
681,Oil and Spray Paint,985.96,Oil Spray Paint, the Past is a foreign country and we are only tourist Painting by andres kal,Colombia,andres kal,1.46163E+12,7,8,Canvas,25,Love,1340,7.200424893
1426,Oil,2880,Oil Enamel Acrylic pencil oil pastels, dirty painting 04 Painting by RK Polak,United Kingdom,RK Polak,1.42646E+12,24,40,Canvas,16,Abstract,2280,7.731930722
515,Watercolor,382.8,Watercolor, Introspective Omo Beauty Painting by Lioda Conrad Fine Art,South Africa,Lioda Conrad Fine Art,1.46241E+12,93,12,Paper,15,Portrait,560,6.327936784
118,Acrylic,64,Acrylic Ink charcoal glitter, A LINE IS A DOT THAT WENT FOR A WALK (panel 11) Painting by Sixfold Collective,United States,Sixfold Collective,1.33056E+12,32,5,Wood,3,Abstract,240,5.480638923
414,Acrylic,2170.94,Acrylic Oil Resin canvas pigments, Let Love In Painting by Carlos J Tirado,United States,Carlos J Tirado,1.41739E+12,22,27,Bronze Canvas Other,13,Abstract,5010,8.519191194
362,Acrylic and Spray Paint,3600,Acrylic Spray Paint, Rouge royal Painting by Emilie Rondeau,Canada,Emilie Rondeau,1.38853E+12,15,4,Wood,4,Floral,5860,8.675904883
849,Acrylic,729,Acrylic, Ladys Island 2 Painting by Alicia Leeke,United States,Alicia Leeke,1.38853E+12,25,16,Canvas,28,Landscape,990,6.897704943
508,Oil,743.4,Oil, Josephine Painting by Tatiana Siedlova,Slovakia,Tatiana Siedlova,1.45161E+12,72,69,Canvas,15,Women,1550,7.34601021
518,Oil,10080,Oil, Tunnel Painting by Mathew Tucker,United States,Mathew Tucker,1.38853E+12,61,111,Canvas,20,Places,11000,9.305650552
372,Oil,3456,Oil, Dont you worry Ill get myself out of this mess Painting by Tavi Weisz,,Tavi Weisz,1.48323E+12,61,52,Canvas,6,People,10350,9.244741799
72,Acrylic and Ink,720,Acrylic Ink, Hidden Circles Painting by Kumi Muttucumaraswamy,United Kingdom,Kumi Muttucumaraswamy,1.48323E+12,7,5,Canvas,8,Abstract,390,5.966146739
176,Oil,309.29,Oil, Homeless 2.0 Painting by Lidimentos Color Gallery,Spain,Lidimentos Color Gallery,1.45869E+12,35,2,Canvas,2,People,800,6.684611728
638,Acrylic,388.09,Acrylic Emulsion Pastel Fixative, Sator Arepo Tenet Reppoh Emolas Painting by Michael Tierney,United Kingdom,Michael Tierney,1.45161E+12,49,351,Canvas,6,Animal,880,6.779921907
559,Acrylic and Oil,1920,Acrylic Oil, Midnight Kingdom Painting by Paresh Nrshinga,United Kingdom,Paresh Nrshinga,1.19915E+12,271,141,Canvas,8,Abstract,1850,7.522940918
174,Watercolor,154,Watercolor, In the Afternoon Painting by Jiaur Rahman,India,Jiaur Rahman,1.19915E+12,96,54,Paper,22,Landscape,215,5.370638028
253,Oil,320,Oil, One Bright Side Painting by Julie Himel,Canada,Julie Himel,1.45161E+12,8,8,Wood,18,Landscape,1140,7.038783541
537,Oil,3492.81,Oil Tempera Acrylic, Miss you in Crowd Painting by Muhannad Zidan,Germany,Muhannad Zidan,1.43381E+12,12,7,Canvas,17,Women,11500,9.350102314
305,Acrylic,1508.4,Acrylic Found Objects Wood Metal, Abusrus Terra Australis Painting by Rhonda Morrison,United States,Rhonda Morrison,1.42137E+12,48,3,Iron Wood,7,Abstract,1310,7.177782416
53,Paint and Graphite,2304,Paint Graphite, Graffito Series/The Love Letters - Deep Blue Sea Painting by Anna Jaap,United States,Anna Jaap,1.45161E+12,19,10,Canvas,8,Abstract,7200,8.881836305
55,Oil,1200,Oil, Winter Equinox Painting by Julie Houck,United States,Julie Houck,1.48323E+12,26,4,Canvas,7,Landscape,5350,8.58485184
420,Oil,2601,Oil, Starfish Painting by Ethan Kolwaite,United States,Ethan Kolwaite,1.45161E+12,51,90,Paper,8,Abstract,1190,7.081708586
219,Oil,110.92,Oil, Siamese Cat. Painting by Antoinette Kelly,France,Antoinette Kelly,1.45161E+12,60,143,Canvas,8,Cats,560,6.327936784
68,Acrylic and Plastic,388.09,Acrylic Plastic, S/T #09 Concrete forms. Painting by Javier Vivas,Venezuela,Javier Vivas,1.48323E+12,34,148,Canvas,6,Abstract,490,6.194405391
93,Oil,432,Oil, Spitfires Painting by Nandor Horthy,Canada,Nandor Horthy,1.10454E+12,12,1,Canvas,4,Airplane,1340,7.200424893
541,Watercolor,2740,Watercolor, Jurassic Fern Painting by Michelle Podgorski,United States,Michelle Podgorski,1.38491E+12,8,14,Paper,21,Nature,3750,8.229511119
2614,Acrylic,1486.8,Acrylic Digital Ink Paint, not human... rave Painting by yossi kotler,Israel,yossi kotler,1.42007E+12,437,420,Canvas,43,Abstract,1590,7.371489295
143,Acrylic,5440,Acrylic, We Love The Silence of Blue Painting by Stephen Rowe,United States,Stephen Rowe,1.45161E+12,54,247,Canvas,13,Abstract,13550,9.514141826
734,Watercolor,158.6,Watercolor, Soft Painting by Georgiana Chitac,Romania,Georgiana Chitac,1.42906E+12,24,61,Paper,9,Love,495,6.204557763
210,Oil,185.26,Oil, Flowers Painting by Tatiana Bugaenko,,Tatiana Bugaenko,1.45161E+12,86,273,Canvas,16,Floral,435,6.075346031
153,Paper,144,Paper Paint Gouache Pencil, OM 1 Painting by Julie S Graham,United States,Julie S Graham,1.45161E+12,4,4,Paper,13,Abstract,955,6.86171134
26,Acrylic,6240,Acrylic Oil Ink Charcoal Sand, THE VEIL OF ACTION (GLAZE) Painting by Ehren Joseph,United States,Ehren Joseph,1.45161E+12,11,0,Canvas Wood,2,Abstract,8500,9.047821442
678,Acrylic,1728,Acrylic Pumise el pumice gel, Reverie Painting by Yvette Lopez,United States,Yvette Lopez,1.4415E+12,7,1,Canvas,32,Abstract,2450,7.803843304
364,Acrylic,144,Acrylic, #88 of 100paintings project Painting by Elyce Abrams,United States,Elyce Abrams,1.45161E+12,289,188,Wood,15,Abstract,295,5.686975356
550,Acrylic and Oil,8841.36,Acrylic Oil, SEA AND SKY AND MELANCHOLIA AT THE END OF SUMMER II (triptych) Painting by Christian Bahr,Germany,Christian Bahr,1.48323E+12,131,366,Canvas,15,Landscape,13200,9.487972109
395,Watercolor,143.08,Watercolor, Sea storm. Diptych. Painting by Anna Chmiel,Poland,Anna Chmiel,1.42007E+12,31,39,Paper,14,Water,510,6.234410726
1292,Ink,246.49,Ink Paper Oil, Heart 1 Organs & Limbs Painting by Karenina Fabrizzi,Spain,Karenina Fabrizzi,1.45161E+12,129,676,Cardboard Paper Other,25,Body,540,6.29156914
369,Acrylic,432,Acrylic, Cherry Bomb Painting by Shellie Garber,United States,Shellie Garber,1.4847E+12,133,94,Paper,10,Abstract,250,5.521460918
102,Oil,475.8,Oil, Untitled Painting by Charles Marburg,United States,Charles Marburg,1.16761E+12,9,2,Wood,11,Abstract,1990,7.595889918
711,Acrylic and Fabric,320,Acrylic Fabric, Waterfall Painting by Susan Washington,United States,Susan Washington,1.45161E+12,104,508,Canvas,19,Abstract,1100,7.003065459
438,Acrylic,2819.61,Acrylic, mais non Painting by Katelijn Bergman,Netherlands,Katelijn Bergman,1.45161E+12,26,39,Canvas,5,Kids,2310,7.745002804
192,Acrylic,3480,Acrylic, TRUST Painting by Michelle Yap,Malaysia,Michelle Yap,1.48323E+12,108,156,Canvas,8,Abstract,3450,8.14612951
344,Acrylic,1200,Acrylic, wave of light Painting by Ode DROIT,France,Ode DROIT,1.38067E+12,30,61,Wood,20,Abstract,4910,8.499029221
260,Oil,929.84,Oil Metal Resin, The Straw Basket Painting by Lia Kaufman,Israel,Lia Kaufman,1.32538E+12,11,10,Aluminium,15,Children,1690,7.432483808
1370,Oil,480,Oil, big brown Painting by Charlotte Evans,United States,Charlotte Evans,1.43251E+12,90,1429,Canvas,69,Sport,1990,7.595889918
2088,Oil,320,Oil, Scandinavia Painting by Tracy Kerdman,United States,Tracy Kerdman,1.35968E+12,33,130,Canvas,20,People,3650,8.202482447
35,Oil,576,Oil, Illusions Painting by Jo Moore --Romancing the Stone,United States,Jo Moore --Romancing the Stone,1.48323E+12,509,26,Canvas,3,Landscape,950,6.856461985
224,Acrylic,864,Acrylic, Distant Memory Painting by Dina DArgo,United States,Dina DArgo,1.45161E+12,31,0,Canvas,12,Landscape,1090,6.993932975
36,Oil,835.44,Oil, Spring in Kiev Painting by Andrew Shershnev,Ukraine,Andrew Shershnev,1.32538E+12,163,13,Canvas,5,Landscape,840,6.733401892
26,Tissue,382.8,Tissue Gold Marker Acrylic, Kaneshon Painting by Sarah-Cate Blake,United Kingdom,Sarah-Cate Blake,1.45161E+12,14,1,Cardboard,2,Abstract,560,6.327936784
344,Acrylic,1087.44,Acrylic Gouache Tempera, Untitled Painting by Ka Do,Italy,Ka Do,1.43225E+12,30,5,Paper,29,Body,155,5.043425117
35,Oil,2227.84,Oil canvas Color, winter Painting by Kristina Gaidamaka,Ukraine,Kristina Gaidamaka,7.88918E+11,6,0,Canvas Wood,2,Tree,6350,8.756210092
1925,Acrylic,1296,Acrylic Oil Spray Paint, Temporary Barriers Painting by Ariel Lockshaw,United States,Ariel Lockshaw,1.44228E+12,14,49,Canvas,52,Landscape,2150,7.673223121
1200,Oil,4087.52,Oil, OM Painting by Tania Esponda Aja,Mexico,Tania Esponda Aja,1.40409E+12,6,8,Canvas,45,Abstract,6550,8.787220329
581,Oil and Gesso,64,Oil Gesso, Rain Dots Painting by Katherine Kean,United States,Katherine Kean,1.45161E+12,55,78,Wood,41,Landscape,905,6.807934944
636,Spray Paint,206.36,Spray Paint, Trace,United Kingdom,Simon Job,1.44729E+12,69,481,Canvas,26,Science,1340,7.200424893
675,Oil,616,Oil, La Lampe Painting by Renée Caouette,France,Renée Caouette,1.44539E+12,37,41,Canvas,23,Still Life,3350,8.116715625
896,Oil,1552.36,Oil, 65.15 Painting by Elio Rosolino Cassara,Italy,Elio Rosolino Cassara,1.43873E+12,44,80,Canvas,18,Abstract,3750,8.229511119
476,Oil,4385.28,Oil, the situation of ukrainian art is very fairy Painting by Evgen Lisniak,Ukraine,Evgen Lisniak,1.45161E+12,73,141,Canvas,12,Abstract,1140,7.038783541
563,Oil,1304.75,Oil, Fun Day Snow Painting by Toulla hadjigeorgiou,United Kingdom,Toulla hadjigeorgiou,1.29384E+12,20,2,Canvas,15,Landscape,2750,7.919356191
4506,Oil,2479.05,Oil Tempera pastels, Berry grün-orange durchwebt Painting by Skadi Engeln,Germany,Skadi Engeln,1.36253E+12,234,155,Canvas,23,Landscape,5450,8.603370888
276,Acrylic,651.36,Acrylic, Autumn Rain Painting by Christine Cross,Cyprus,Christine Cross,1.4256E+12,5,1,Canvas,9,Children,1060,6.966024187
311,Gouache,191.4,Gouache Gouache metallic Pollen, Arabic Still Life (One Thousand and One Nights.Objects # 1) Painting by Max Kantso,Russia,Max Kantso,1.45161E+12,13,22,Paper Cardboard,11,Still Life,330,5.799092654
1998,Oil,62.41,Oil, Day and Night Painting by Wolfgang Alt,Germany,Wolfgang Alt,1.38853E+12,83,269,Canvas,72,Nature,200,5.298317367
163,Oil,1656,Oil, Learning to Trust Again Painting by Rachel Campbell,United States,Rachel Campbell,1.45161E+12,56,94,Canvas,13,Landscape,3550,8.174702882
785,Oil,110.92,Oil, untitled structure grey Painting by Tineke Porck,Netherlands,Tineke Porck,1.16761E+12,12,16,Canvas,11,Architecture,880,6.779921907
26,Oil,2208,Oil Acrylic Pencil, To Remember Losing Track of Time Painting by Brian Jerome,United States,Brian Jerome,1.45161E+12,25,7,Canvas,2,Abstract,3550,8.174702882
2239,Acrylic,3252.08,Acrylic, Flamenco Dance Painting by Arno Bruse,Germany,Arno Bruse,1.42007E+12,35,186,Canvas,55,World Culture,2450,7.803843304
1429,Oil,854.32,Oil, The blue hat Painting by Frederic Belaubre,France,Frederic Belaubre,6.39187E+11,1978,498,Canvas,19,Women,825,6.715383386
337,Oil,1728,Oil, Poplar Forest Painting by Lynne Haines,United States,Lynne Haines,1.44288E+12,9,4,Canvas,11,Abstract,3700,8.216088099
619,Acrylic,1552.36,Acrylic, White code travel notes page 2 Painting by Luciano de Liberato,Italy,Luciano de Liberato,1.45161E+12,79,922,Canvas,20,Abstract,12500,9.433483923
1536,Oil,1296,Oil, Decoding Light Painting by jelena b,United States,jelena b,1.42007E+12,131,398,Canvas,38,Abstract,1060,6.966024187
809,Acrylic and Spray Paint,470.56,Acrylic Spray Paint, Down the road Painting by Olly Fathers,United Kingdom,Olly Fathers,1.43035E+12,50,342,Wood,33,Landscape,1240,7.122866659
718,Oil,224,Oil, East Fall Blue Ridge 3 Painting by Catherine Twomey,United States,Catherine Twomey,1.357E+12,10,2,Canvas,26,Landscape,360,5.886104031
567,Acrylic,2170.94,Acrylic Paint Pencil, Reflections #1 Painting by Joost Verhagen,Netherlands,Joost Verhagen,1.48323E+12,42,176,Canvas,19,Portrait,2875,7.963807953
154,Oil and Paint,64,Oil Paint, Out of the Shadow Painting by Julian Tejera,United States,Julian Tejera,1.45161E+12,18,38,Canvas Wood,5,Still Life,345,5.843544417
439,Oil,4651.17,Oil, Run mad Painting by Jolanta Gmur,Poland,Jolanta Gmur,1.38421E+12,11,4,Canvas,19,Botanic,2410,7.787382026
339,Oil,271.5,Oil, Elegance Painting by Mihai Noroc,Romania,Mihai Noroc,1.42309E+12,11,2,Canvas,6,Still Life,760,6.633318433
304,Acrylic,3481,Acrylic, Untitled Painting by Cheng  Si,China,Cheng  Si,1.4396E+12,8,9,Canvas,11,Abstract,4910,8.499029221
1275,Oil,432,Oil, Rain(Roy) Painting by Ron Cooper,United States,Ron Cooper,1.40521E+12,56,233,Canvas,45,Portrait,830,6.721425701
687,Oil,272.25,Oil, Whisper Painting by Plamen Makov,Bulgaria,Plamen Makov,1.45679E+12,97,40,Canvas,25,Abstract,690,6.536691598
2287,Acrylic,1087.44,Acrylic Ink Charcoal Graphite, Bloodline Painting by Sander Steins,Netherlands,Sander Steins,1.43839E+12,203,797,Canvas,59,Wall,2850,7.955074273
740,Acrylic,992.25,Acrylic, Poppies And Other Flowers Painting by Sandy Dooley,United Kingdom,Sandy Dooley,1.45161E+12,386,1041,Canvas,30,Landscape,1210,7.098375639
193,Watercolor,81910.44,Watercolor, flower in the moon Painting by Kumiko Yamada,,Kumiko Yamada,1.42007E+12,2,0,Paper,7,Fantasy,8000,8.987196821
119,Oil and Enamel,977.04,Oil Enamel, Keno 2010 Painting by Eleonora Martorana,United Kingdom,Eleonora Martorana,1.2623E+12,25,3,Canvas,7,Landscape,890,6.791221463
